Order,Family,Species,Common name,ED,GE,EDGE,Rank,Red List ID,Distribution,
RODENTIA,MURIDAE,Pogonomys fergussoniensis,Dâ€™entrecasteaux Archipelago Pogonomys,8.249662551,3,4.304028612,312,136763,Papua New Guinea, 
AFROSORICIDA,CHRYSOCHLORIDAE,Chlorotalpa duthieae,Duthie's Golden Mole,17.47627415,2,4.302781792,313,4768,South Africa, 
RODENTIA,MURIDAE,Praomys morio,Cameroon Praomys,8.212151395,3,4.299964958,314,18118,"Cameroon,Equatorial Guinea", 
RODENTIA,MURIDAE,Praomys obscurus,NA,8.200736397,3,4.298725066,315,41211,Nigeria, 
RODENTIA,CRICETIDAE,Reithrodontomys bakeri,Baker's Small-toothed Harvest Mouse,8.193307462,3,4.297917311,316,136821,Mexico, 
CHIROPTERA,EMBALLONURIDAE,Balantiopteryx io,Thomas's Sac-winged Bat,17.37419165,2,4.297241413,317,2532,"Belize,Guatemala,Mexico", 
RODENTIA,MURIDAE,Gerbillus hesperinus,Western Gerbil,8.182408235,3,4.296731047,318,9128,Morocco, 
CARNIVORA,MUSTELIDAE,Pteronura brasiliensis,Giant Otter,8.16497746,3,4.294830964,319,18711,"Bolivia, Plurinational States of,Brazil,Colombia,Ecuador,French Guiana,Guyana,Peru,Paraguay,Suriname,Venezuela, Bolivarian Republic of", 
CHIROPTERA,EMBALLONURIDAE,Balantiopteryx infusca,Ecuadorian Sac-winged Bat,17.32308825,2,4.294456279,320,2531,"Colombia,Ecuador", 
LAGOMORPHA,LEPORIDAE,Nesolagus netscheri,Sumatran Striped Rabbit,17.31479379,2,4.294003498,321,14662,Indonesia, 
CARNIVORA,FELIDAE,Leopardus jacobita,Andean Cat,8.147354096,3,4.292906209,322,15452,"Argentina,Bolivia, Plurinational States of,Chile,Peru", 
RODENTIA,MURIDAE,Mallomys gunung,Alpine Woolly Rat,8.139021487,3,4.291994863,323,12722,Indonesia, 
RODENTIA,MURIDAE,Bunomys prolatus,Tambusisi Bunomys,8.122263084,3,4.29015946,324,3333,Indonesia, 
PRIMATES,ATELIDAE,Brachyteles arachnoides,Southern Muriqui,8.081944466,3,4.28572986,325,2993,Brazil, 
PRIMATES,ATELIDAE,Ateles geoffroyi,Geoffroyâ€™s Spider Monkey,8.077183496,3,4.285205499,326,2279,"Belize,Colombia,Costa Rica,Guatemala,Honduras,Mexico,Nicaragua,Panama,El Salvador", 
PRIMATES,HYLOBATIDAE,Symphalangus syndactylus,Siamang,8.058951086,3,4.283194881,327,39779,"Indonesia,Malaysia,Thailand", 
RODENTIA,MURIDAE,Crateromys heaneyi,Panay Crateromys,8.034847302,3,4.280530565,328,5502,Philippines, 
CHIROPTERA,EMBALLONURIDAE,Taphozous hildegardeae,Hildegarde's Tomb Bat,17.06107478,2,4.280053419,329,21456,"Kenya,Tanzania, United Republic of", 
EULIPOTYPHLA,SORICIDAE,Sylvisorex morio,Mt. Cameroon Forest Shrew,8.029148227,3,4.279899578,330,21221,Cameroon, 
EULIPOTYPHLA,SORICIDAE,Sylvisorex isabellae,Isabella Shrew,7.968857821,3,4.273199876,331,21220,Equatorial Guinea, 
RODENTIA,MURIDAE,Maxomys wattsi,Watts's Spiny Rat,7.891485065,3,4.264535626,332,12906,Indonesia, 
RODENTIA,MURIDAE,Paraleptomys rufilatus,Northern Hydromyine,7.885247392,3,4.263833847,333,16121,"Indonesia,Papua New Guinea", 
RODENTIA,MURIDAE,Grammomys gigas,Giant Thicket Rat,7.843524979,3,4.259127092,334,9456,Kenya, 
CARNIVORA,URSIDAE,Helarctos malayanus,Sun Bear,16.65124227,2,4.257100526,335,9760,"Bangladesh,Brunei Darussalam,Indonesia,India,Cambodia,Lao People's Democratic Republic,Myanmar,Malaysia,Singapore,Thailand,Viet Nam", 
CARNIVORA,URSIDAE,Melursus ursinus,Sloth Bear,16.65124227,2,4.257100526,335,13143,"Bangladesh,India,Sri Lanka,Nepal", 
CARNIVORA,URSIDAE,Ursus thibetanus,Himalayan Black Bear,16.62549163,2,4.255640603,337,22824,"Afghanistan,Bangladesh,Bhutan,China,India,Iran, Islamic Republic of,Japan,Cambodia,Korea, Democratic People's Republic of,Korea, Republic of,Lao People's Democratic Republic,Myanmar,Nepal,Pakistan,Russian Federation,Thailand,Taiwan, Province of China,Viet Nam", 
RODENTIA,MURIDAE,Paulamys naso,"Paula's Long-nosed Rat, Flores Long-nosed Rat",7.804360066,3,4.254688602,338,16426,Indonesia, 
PRIMATES,LEPILEMURIDAE,Lepilemur ankaranensis,Ankarana Sportive Lemur,7.79586064,3,4.253722771,339,136731,Madagascar, 
LAGOMORPHA,LEPORIDAE,Sylvilagus graysoni,Tres Marias Cottontail,7.79396198,3,4.253506889,340,21206,Mexico, 
RODENTIA,MURIDAE,Crateromys schadenbergi,Luzon Crateromys,7.789872645,3,4.253041765,341,5500,Philippines, 
RODENTIA,CRICETIDAE,Reithrodontomys raviventris,Salt-marsh Harvest Mouse,7.787368169,3,4.252756797,342,19401,United States, 
RODENTIA,MURIDAE,Batomys russatus,Russet Batomys,7.770894786,3,4.250880371,343,136394,Philippines, 
RODENTIA,MURIDAE,Niviventer hinpoon,"Limestone Niviventer, Limestone Rat",7.770165022,3,4.250797165,344,14821,Thailand, 
CETARTIODACTYLA,GIRAFFIDAE,Giraffa camelopardalis,Giraffe,16.48287111,2,4.247515969,345,9194,"Angola,Botswana,Congo, The Democratic Republic of the,Central African Republic,Cameroon,Eritrea,Ethiopia,Guinea,Kenya,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Somalia,South Sudan,Swaziland,Chad,Tanzania, United Republic of,Uganda,South Africa,Zambia,Zimbabwe", 
PRIMATES,LEMURIDAE,Eulemur sanfordi,Sanford's Brown Lemur,7.733086089,3,4.246560353,346,8210,Madagascar, 
EULIPOTYPHLA,SORICIDAE,Myosorex kihaulei,Kihaule's Mouse Shrew,7.691365018,3,4.241771548,347,45047,"Tanzania, United Republic of", 
RODENTIA,SCIURIDAE,Callosciurus melanogaster,Mentawai Squirrel,16.33481581,2,4.239011315,348,3598,Indonesia, 
PRIMATES,CERCOPITHECIDAE,Macaca sylvanus,Barbary Macaque,7.667080111,3,4.238973495,349,12561,"Algeria,Gibraltar,Morocco,Tunisia", 
RODENTIA,CRICETIDAE,Habromys delicatulus,Delicate Deer Mouse,7.660429286,3,4.238205834,350,136683,Mexico, 
DIPROTODONTIA,PSEUDOCHEIRIDAE,Petauroides volans,Greater Glider,16.28776329,2,4.236293288,351,40579,Australia, 
RODENTIA,MURIDAE,Otomys burtoni,Burtonâ€™s Vlei Rat,7.630548145,3,4.234749561,352,45071,Cameroon, 
EULIPOTYPHLA,SORICIDAE,Sorex pribilofensis,Pribilof Island Shrew,7.619954181,3,4.233521311,353,20391,United States, 
PRIMATES,LEMURIDAE,Eulemur albifrons,White-fronted Brown Lemur,7.617869153,3,4.233279398,354,8204,Madagascar, 
PRIMATES,LEMURIDAE,Eulemur collaris,Collared Brown Lemur,7.612973824,3,4.232711192,355,8206,Madagascar, 
CARNIVORA,OTARIIDAE,Neophoca cinerea,Australian Sea Lion,7.609659935,3,4.232326363,356,14549,Australia, 
CARNIVORA,OTARIIDAE,Phocarctos hookeri,Hooker's Sea Lion,7.609659935,3,4.232326363,356,17026,"Australia,New Zealand", 
RODENTIA,MURIDAE,Hybomys basilii,Bioko Hybomys,7.600476357,3,4.231259134,358,10278,Equatorial Guinea, 
CHIROPTERA,VESPERTILIONIDAE,Neoromicia malagasyensis,Isalo Serotine,7.592386918,3,4.230318111,359,136820,Madagascar, 
RODENTIA,MURIDAE,Hybomys badius,Eisentraut's Striped Mouse,7.592328529,3,4.230311315,360,10279,Cameroon, 
LAGOMORPHA,LEPORIDAE,Sylvilagus cognatus,Manzano Mountain Cottontail,7.579119009,3,4.22877277,361,41309,United States, 
RODENTIA,MURIDAE,Rattus vandeuseni,Van Deusen's Rat,7.571970797,3,4.227939213,362,20760,Papua New Guinea, 
LAGOMORPHA,LEPORIDAE,Sylvilagus robustus,Robust Cottontail,7.555736765,3,4.226043566,363,41310,United States, 
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops coronatus,Reclusive Ringtail,16.09214351,2,4.224913275,364,40582,Indonesia, 
CETARTIODACTYLA,BOVIDAE,Bos javanicus,Banteng,7.515908052,3,4.221377492,365,2888,"Bangladesh,Brunei Darussalam,Indonesia,India,Cambodia,Lao People's Democratic Republic,Myanmar,Malaysia,Thailand,Viet Nam", 
EULIPOTYPHLA,SORICIDAE,Myosorex rumpii,Rumpi Mouse Shrew,7.500905339,3,4.21961421,366,14113,Cameroon, 
CARNIVORA,EUPLERIDAE,Salanoia concolor,Malagasy Brown-tailed Mongoose,15.9919967,2,4.219036812,367,19852,Madagascar, 
RODENTIA,OCTODONTIDAE,Octodon bridgesi,Bridges's Degu,15.83333996,2,4.209655802,368,15087,"Argentina,Chile", 
CARNIVORA,EUPLERIDAE,Galidictis fasciata,Malagasy Broad-striped Mongoose,15.70024538,2,4.201717774,369,8833,Madagascar, 
DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa phaea,Little Woolly Mouse Opossum ,15.40378867,2,4.183806686,370,136244,"Colombia,Ecuador,Peru", 
CHIROPTERA,HIPPOSIDERIDAE,Coelops robinsoni,Malayan Tailless Leaf-nosed Bat,15.34274881,2,4.180078662,371,5076,"Indonesia,Malaysia", 
CETARTIODACTYLA,SUIDAE,Babyrousa celebensis,Sulawesi Babirusa,15.31973299,2,4.17866935,372,136446,Indonesia, 
RODENTIA,PLATACANTHOMYIDAE,Platacanthomys lasiurus,Spiny Tree Mouse,15.2687502,2,4.175540463,373,17481,India, 
DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa xerophila,Dryland Mouse Opossum,15.19923916,2,4.171258637,374,12815,"Colombia,Venezuela, Bolivarian Republic of", 
PRIMATES,TARSIIDAE,Tarsius tarsier,Spectral Tarsier,15.19262957,2,4.170850535,375,21491,Indonesia, 
CETARTIODACTYLA,SUIDAE,Babyrousa babyrussa,Hairy Babirusa,15.10830286,2,4.165629206,376,2461,Indonesia, 
CARNIVORA,VIVERRIDAE,Macrogalidia musschenbroekii,Brown Palm Civet,15.10496711,2,4.165422102,377,12592,Indonesia, 
RODENTIA,NESOMYIDAE,Delanymys brooksi,Delany's Mouse,14.51589317,2,4.128159226,378,6313,"Burundi,Congo, The Democratic Republic of the,Rwanda,Uganda", 
CARNIVORA,PHOCIDAE,Cystophora cristata,Hooded Seal,14.36493553,2,4.118382361,379,6204,"Antigua and Barbuda,Saint Barthélemy,Bermuda,Bahamas,Canada,Germany,Denmark,Spain,France,United Kingdom,Greenland,Ireland,Iceland,Norway,Puerto Rico,Portugal,Russian Federation,Svalbard and Jan Mayen,Turks and Caicos Islands,United States", 
PRIMATES,TARSIIDAE,Tarsius bancanus,Horsfield's Tarsier,14.2056578,2,4.107961943,380,21488,"Brunei Darussalam,Indonesia,Malaysia", 
PRIMATES,TARSIIDAE,Tarsius dentatus,Dian's Tarsier,14.19284342,2,4.107118851,381,21489,Indonesia, 
CHIROPTERA,NATALIDAE,Natalus primus,Cuban Greater Funnel-eared Bat,14.15517421,2,4.104636367,382,136777,Cuba, 
DIPROTODONTIA,PHALANGERIDAE,Ailurops ursinus,Bear Cuscus,13.89757946,2,4.087493108,383,40637,Indonesia, 
CHIROPTERA,HIPPOSIDERIDAE,Paratriaenops auritus,Grandidier's Trident Bat,13.72757372,2,4.076015861,384,40025,Madagascar, 
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus schlegeli,Arfak Ringtail,13.67192254,2,4.072229997,385,40641,Indonesia, 
CARNIVORA,FELIDAE,Acinonyx jubatus,Cheetah,13.45107629,2,4.057063257,386,219,"Afghanistan,Angola,Burkina Faso,Burundi,Benin,Botswana,Congo, The Democratic Republic of the,Central African Republic,Côte d'Ivoire,Cameroon,Algeria,Western Sahara,Eritrea,Ethiopia,Ghana,Guinea,Guinea-Bissau,Israel,India,Iraq,Iran, Islamic Republic of,Jordan,Kenya,Kuwait,Kazakhstan,Morocco,Mali,Mauritania,Malawi,Mozambique,Namibia,Niger,Nigeria,Pakistan,Rwanda,Saudi Arabia,Sierra Leone,Senegal,South Sudan,Syrian Arab Republic,Swaziland,Chad,Tajikistan,Turkmenistan,Tunisia,Tanzania, United Republic of,Uganda,Uzbekistan,South Africa,Zambia,Zimbabwe", 
CETARTIODACTYLA,MOSCHIDAE,Moschus moschiferus,Siberian Musk Deer,13.41568718,2,4.054611363,387,13897,"China,Korea, Democratic People's Republic of,Korea, Republic of,Kazakhstan,Mongolia,Russian Federation", 
CARNIVORA,VIVERRIDAE,Diplogale hosei,Hose's Civet,13.11855679,2,4.033784378,388,6635,"Brunei Darussalam,Indonesia,Malaysia", 
DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis reigi,Reig's Opossum,13.02312782,2,4.027002315,389,136392,"Venezuela, Bolivarian Republic of", 
DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops pakaraimae,NA,12.95765144,2,4.022322209,390,51221900,"Guyana,Venezuela, Bolivarian Republic of", 
CHIROPTERA,PHYLLOSTOMIDAE,Lonchorhina marinkellei,Marinkelle's Sword-nosed Bat,12.93874237,2,4.020966545,391,12272,Colombia, 
CHIROPTERA,PHYLLOSTOMIDAE,Lonchorhina orinocensis,Orinoco Sword-nosed Bat,12.90320424,2,4.018413695,392,12273,"Colombia,Venezuela, Bolivarian Republic of", 
CARNIVORA,HERPESTIDAE,Liberiictis kuhni,Liberian Mongoose,12.8507602,2,4.01463448,393,11933,"Côte d'Ivoire,Liberia", 
PRIMATES,LEMURIDAE,Hapalemur meridionalis,Rusty-gray Lesser Bamboo Lemur,12.82123032,2,4.0125002,394,136384,Madagascar, 
RODENTIA,NESOMYIDAE,Brachytarsomys villosa,Hairy-tailed Tree Rat,12.80194342,2,4.011103771,395,136399,Madagascar, 
PRIMATES,CHEIROGALEIDAE,Phaner furcifer,Masoala Fork-marked Lemur,12.76338685,2,4.008306301,396,16872,Madagascar, 
PERAMELEMORPHIA,PERAMELIDAE,Perameles bougainville,Western Barred Bandicoot,12.73350699,2,4.006132974,397,16569,Australia, 
DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops juninensis,Junin Slender Opossum,12.6984687,2,4.003578414,398,136364,Peru, 
DIPROTODONTIA,MACROPODIDAE,Lagostrophus fasciatus,Banded Hare Wallaby,12.57835448,2,3.994771304,399,11171,Australia, 
PRIMATES,LEMURIDAE,Hapalemur griseus,Eastern Lesser Bamboo Lemur,12.49773395,2,3.988816177,400,9673,Madagascar, 
CHIROPTERA,NYCTERIDAE,Nycteris javanica,Javan Slit-faced Bat,12.49401241,2,3.988540423,401,14932,Indonesia, 
PRIMATES,LEMURIDAE,Hapalemur occidentalis,Sambirano Lesser Bamboo Lemur,12.48532972,2,3.987896768,402,9678,Madagascar, 
RODENTIA,CRICETIDAE,Dinaromys bogdanovi,Martino's Snow Vole,12.35672003,2,3.978313992,403,6607,"Bosnia and Herzegovina,Croatia,Montenegro,Macedonia, the former Yugoslav Republic of,Serbia", 
CARNIVORA,URSIDAE,Ursus maritimus,Polar Bear,12.32523791,2,3.975954185,404,22823,"Canada,Greenland,Norway,Russian Federation,Svalbard and Jan Mayen,United States", 
RODENTIA,SCIURIDAE,Rubrisciurus rubriventer,Sulawesi Giant Squirrel,12.23671418,2,3.969288707,405,19762,Indonesia, 
RODENTIA,DIPODIDAE,Sicista caucasica,Caucasian Birch Mouse,12.16094873,2,3.963548376,406,20186,"Georgia,Russian Federation", 
PERAMELEMORPHIA,PERAMELIDAE,Perameles gunnii,Eastern Barred Bandicoot,12.00869641,2,3.95191245,407,16572,Australia, 
PRIMATES,INDRIIDAE,Avahi laniger,Eastern Woolly Lemur,11.87685386,2,3.941725786,408,2434,Madagascar, 
PRIMATES,INDRIIDAE,Avahi peyrierasi,Peyrieras' Woolly Lemur,11.87685386,2,3.941725786,408,136285,Madagascar, 
PRIMATES,INDRIIDAE,Avahi ramanantsoavanai,Ramantsoavana's Southern Woolly Lemur,11.87685386,2,3.941725786,408,136434,Madagascar, 
CARNIVORA,VIVERRIDAE,Arctictis binturong,Binturong,11.71448894,2,3.929036566,411,41690,"Bangladesh,Bhutan,China,Indonesia,India,Cambodia,Lao People's Democratic Republic,Myanmar,Malaysia,Nepal,Philippines,Thailand,Viet Nam", 
CARNIVORA,MEPHITIDAE,Spilogale pygmaea,Pygmy Spotted Skunk,11.48090417,2,3.910494171,412,41637,Mexico, 
PERISSODACTYLA,EQUIDAE,Equus zebra,Hartmann's Mountain Zebra,11.42863397,2,3.906297363,413,7960,"Namibia,South Africa", 
CARNIVORA,OTARIIDAE,Callorhinus ursinus,Northern Fur Seal,11.32782446,2,3.89815322,414,3590,"Canada,China,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Mexico,Russian Federation,Taiwan, Province of China,United States", 
RODENTIA,MURIDAE,Srilankamys ohiensis,Ohiya Rat,11.07389362,2,3.877339931,415,20688,Sri Lanka, 
DASYUROMORPHIA,DASYURIDAE,Sminthopsis psammophila,Sandhill Dunnart,11.06019111,2,3.876204399,416,20293,Australia, 
EULIPOTYPHLA,SORICIDAE,Cryptotis meridensis,Merida Small-eared Shrew,10.9240536,2,3.864852032,417,48268560,"Venezuela, Bolivarian Republic of", 
EULIPOTYPHLA,SORICIDAE,Cryptotis magna,Big Small-eared Shrew,10.91620349,2,3.864193473,418,5766,Mexico, 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros inornatus,Arnhem Leaf-nosed Bat,10.88291447,2,3.86139597,419,136739,Australia, 
EULIPOTYPHLA,SORICIDAE,Notiosorex villai,Villa's Grey Shrew,10.84687257,2,3.858358276,420,136688,Mexico, 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros demissus,Makira Leaf-nosed Bat,10.82981007,2,3.856916984,421,10127,Solomon Islands, 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros edwardshilli,Hill's Leaf-nosed Bat,10.75436651,2,3.85051915,422,10133,Papua New Guinea, 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros khaokhouayensis,Phou Khao Khouay Leaf-nosed Bat,10.75436651,2,3.85051915,422,136819,Lao People's Democratic Republic, 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros orbiculus,Orbiculus Leaf-nosed Bat,10.75436651,2,3.85051915,422,136192,"Indonesia,Malaysia", 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros scutinares,Shield-nosed Leaf-nosed Bat,10.75436651,2,3.85051915,422,136586,"Lao People's Democratic Republic,Viet Nam", 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros sorenseni,Sorensen's Leaf-nosed Bat,10.75436651,2,3.85051915,422,10161,Indonesia, 
CARNIVORA,VIVERRIDAE,Poiana leightoni,"West African Oyan, Leighton's Linsang, West African Linsang",10.73509056,2,3.848877908,427,44165,"Côte d'Ivoire,Liberia", 
DIPROTODONTIA,PHALANGERIDAE,Strigocuscus celebensis,Small Sulawesi Cuscus,10.66564083,2,3.842942202,428,20890,Indonesia, 
CARNIVORA,MUSTELIDAE,Arctonyx collaris,Greater Hog Badger,10.65340535,2,3.841892804,429,70205537,"Bangladesh,India,Cambodia,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam", 
CETARTIODACTYLA,BOVIDAE,Tetracerus quadricornis,Four-horned Antelope,10.62576723,2,3.839518309,430,21661,"India,Nepal", 
CHIROPTERA,PTEROPODIDAE,Notopteris macdonaldi,Fijian Blossom Bat,10.58286771,2,3.835821446,431,14876,"Fiji,Vanuatu", 
CHIROPTERA,PTEROPODIDAE,Notopteris neocaledonica,New Caledonia Blossom Bat,10.57084327,2,3.834782784,432,136519,New Caledonia, 
CARNIVORA,MUSTELIDAE,Vormela peregusna,European Marbled Polecat,10.40423725,2,3.820279336,433,29680,"Afghanistan,Armenia,Azerbaijan,Bulgaria,China,Egypt,Georgia,Greece,Israel,Iraq,Iran, Islamic Republic of,Kazakhstan,Lebanon,Montenegro,Macedonia, the former Yugoslav Republic of,Mongolia,Pakistan,Romania,Serbia,Russian Federation,Syrian Arab Republic,Turkmenistan,Turkey,Ukraine,Uzbekistan", 
CHIROPTERA,MOLOSSIDAE,Eumops floridanus,Florida Bonneted Bat,10.37608876,2,3.817808036,434,136433,United States, 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros durgadasi,Durga Das's Leaf-nosed Bat,10.31956659,2,3.812827146,435,10131,India, 
RODENTIA,SCIURIDAE,Hyosciurus ileile,Lowland Long-nosed Squirrel,10.28106348,2,3.809419883,436,10636,Indonesia, 
RODENTIA,MURIDAE,Xeromys myoides,Water Mouse,10.26696048,2,3.808168953,437,23141,"Australia,Papua New Guinea", 
PERAMELEMORPHIA,PERAMELIDAE,Isoodon auratus,Golden Bandicoot,10.20755342,2,3.802882324,438,10863,Australia, 
EULIPOTYPHLA,SORICIDAE,Cryptotis gracilis,Talamancan Small-eared Shrew,10.1686052,2,3.799401096,439,5764,"Costa Rica,Panama", 
CHIROPTERA,PTEROPODIDAE,Harpyionycteris celebensis,Sulawesi Harpy Fruit Bat,10.15868606,2,3.798512574,440,136776,Indonesia, 
DIPROTODONTIA,PHALANGERIDAE,Phalanger matabiru,Blue-eyed Cuscus,10.14991505,2,3.79772624,441,136200,Indonesia, 
PRIMATES,CHEIROGALEIDAE,Microcebus rufus,Russet Mouse-lemur,10.0961428,2,3.792891913,442,59544947,Madagascar, 
CARNIVORA,MUSTELIDAE,Martes gwatkinsii,Nilgiri Marten,10.01228963,2,3.785306249,443,12847,India, 
CARNIVORA,FELIDAE,Prionailurus viverrinus,Fishing Cat,9.882660084,2,3.773465066,444,18150,"Bangladesh,India,Cambodia,Sri Lanka,Myanmar,Nepal,Pakistan,Thailand", 
DIPROTODONTIA,PHALANGERIDAE,Spilocuscus papuensis,Waigeo Cuscus,9.873063091,2,3.772582816,445,20638,Indonesia, 
CHIROPTERA,MOLOSSIDAE,Mormopterus norfolkensis,East-coast Free-tailed Bat,9.858608933,2,3.771252577,446,13885,Australia, 
EULIPOTYPHLA,SORICIDAE,Cryptotis phillipsii,Phillip's Small-eared Shrew,9.853299334,2,3.770763481,447,136639,Mexico, 
RODENTIA,MURIDAE,Kadarsanomys sodyi,Sody's Tree Rat,9.825949723,2,3.768240365,448,10954,Indonesia, 
AFROSORICIDA,TENRECIDAE,Microgale monticola,Mountain Shrew Tenrec,9.795561236,2,3.765429414,449,29462,Madagascar, 
AFROSORICIDA,TENRECIDAE,Microgale nasoloi,Nasolo's Shrew Tenrec,9.795561236,2,3.765429414,449,62017,Madagascar, 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros halophyllus,Thailand Leaf-nosed Bat,9.786425485,2,3.764582805,451,10137,"Malaysia,Thailand", 
RODENTIA,SPALACIDAE,Spalax zemni,Podolian Mole Rat,9.681428684,2,3.754800958,452,42655,Ukraine, 
PRIMATES,CHEIROGALEIDAE,Microcebus lehilahytsara,Goodman's Mouse Lemur,9.656678069,2,3.752481105,453,136199,Madagascar, 
PRIMATES,CHEIROGALEIDAE,Microcebus tavaratra,Tavaratra Mouse Lemur,9.656678069,2,3.752481105,453,41571,Madagascar, 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros ridleyi,Ridley's Leaf-nosed Bat,9.641801657,2,3.751084159,455,10108,"Brunei Darussalam,Malaysia,Singapore", 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros marisae,Aellen's Roundleaf Bat,9.592328515,2,3.746424375,456,10149,"Côte d'Ivoire,Guinea,Liberia", 
CETARTIODACTYLA,BOVIDAE,Budorcas taxicolor,Takin,9.539859166,2,3.741458542,457,3160,"Bhutan,China,India,Myanmar", 
RODENTIA,MURIDAE,Thamnomys kempi,Kemp's Thicket Rat,9.515277567,2,3.739123567,458,21703,"Burundi,Congo, The Democratic Republic of the,Rwanda", 
CETARTIODACTYLA,SUIDAE,Sus barbatus,Bearded Pig,9.504586541,2,3.738106336,459,41772,"Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore", 
LAGOMORPHA,LEPORIDAE,Sylvilagus transitionalis,New England Cottontail,9.496639253,2,3.737349496,460,21212,United States, 
CETARTIODACTYLA,BOVIDAE,Ammotragus lervia,Aoudad,9.474485038,2,3.735236665,461,1151,"Algeria,Egypt,Spain,Libya,Morocco,Mali,Mauritania,Mexico,Niger,Sudan,Chad,Tunisia,United States", 
RODENTIA,CRICETIDAE,Reithrodontomys hirsutus,Hairy Harvest Mouse,9.428837863,2,3.730869201,462,19409,Mexico, 
CHIROPTERA,MOLOSSIDAE,Mormopterus phrudus,Incan Little Mastiff Bat,9.369816438,2,3.725193682,463,13887,Peru, 
CHIROPTERA,MOLOSSIDAE,Mormopterus minutus,Little Goblin Bat,9.366944859,2,3.724916727,464,13884,Cuba, 
CARNIVORA,FELIDAE,Caracal aurata,African Golden Cat,9.325829896,2,3.720942874,465,18306,"Angola,Congo, The Democratic Republic of the,Central African Republic,Congo,Côte d'Ivoire,Cameroon,Gabon,Ghana,Guinea,Equatorial Guinea,Liberia,Nigeria,Sierra Leone,Uganda", 
CHIROPTERA,HIPPOSIDERIDAE,Hipposideros curtus,Short-tailed Roundleaf Bat,9.310134219,2,3.719421677,466,10125,"Cameroon,Equatorial Guinea", 
CHIROPTERA,PTEROPODIDAE,Syconycteris carolinae,Halmaheran Blossom Bat,9.308731496,2,3.719285615,467,21184,Indonesia, 
RODENTIA,MURIDAE,Pseudomys calabyi,Kakadu Pebble Mouse,9.281192319,2,3.716610599,468,136808,Australia, 
RODENTIA,CAPROMYIDAE,Geocapromys brownii,Brown's Hutia,9.245511272,2,3.713134046,469,9001,Jamaica, 
RODENTIA,CAPROMYIDAE,Geocapromys ingrahami,Ingraham's Hutia,9.245511272,2,3.713134046,469,9002,Bahamas, 
PRIMATES,LEMURIDAE,Eulemur macaco,Black Lemur,9.105098465,2,3.699334456,471,8212,Madagascar, 
RODENTIA,MURIDAE,Desmomys yaldeni,Yalden's Desmomys,9.097470668,2,3.698579325,472,45052,Ethiopia, 
PRIMATES,CHEIROGALEIDAE,Microcebus myoxinus,Petersâ€™ Mouse Lemur,9.069639587,2,3.695819276,473,13325,Madagascar, 
CHIROPTERA,VESPERTILIONIDAE,Chalinolobus tuberculatus,New Zealand Long-tailed Bat,9.066900674,2,3.695547242,474,4425,New Zealand, 
PRIMATES,CALLITRICHIDAE,Callimico goeldii,Goeldiâ€™s Monkey,9.060695853,2,3.694930694,475,3564,"Bolivia, Plurinational States of,Brazil,Colombia,Peru", 
RODENTIA,HETEROMYIDAE,Perognathus alticola,White-eared Pocket Mouse,9.059800309,2,3.694841676,476,16631,United States, 
CETARTIODACTYLA,SUIDAE,Sus oliveri,Oliver's Warty Pig,9.032107253,2,3.692085036,477,136340,Philippines, 
RODENTIA,CAPROMYIDAE,Mysateles melanurus,Black-tailed Hutia,8.955048423,2,3.684374163,478,14256,Cuba, 
DIPROTODONTIA,MACROPODIDAE,Setonix brachyurus,Quokka,8.916548075,2,3.680499246,479,20165,Australia, 
PRIMATES,LEMURIDAE,Eulemur rubriventer,Red-bellied Lemur,8.889196575,2,3.677737267,480,8203,Madagascar, 
CETARTIODACTYLA,DELPHINIDAE,Sousa chinensis,"Indo-Pacific Humpback Dolphin , Chinese White Dolphin",8.878578954,2,3.676663032,481,82031425,"Bangladesh,Brunei Darussalam,China,Hong Kong,Indonesia,India,Cambodia,Myanmar,Malaysia,Philippines,Singapore,Thailand,Taiwan, Province of China,Viet Nam", 
RODENTIA,MURIDAE,Eropeplus canus,Sulawesi Soft-furred Rat,8.872239991,2,3.676021138,482,8032,Indonesia, 
