Order,Family,Species,Common name,ED,GE,EDGE,Rank,Red List ID,Distirbution,
PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron yersini,Collared Laughingthrush,7.37980929,3,4.205266698,269,22715758,Viet Nam, 
PASSERIFORMES,LEIOTRICHIDAE,Laniellus langbianis,Grey-crowned Crocias,7.37980929,3,4.205266698,269,22716690,Viet Nam, 
PASSERIFORMES,PASSERELLIDAE,Ammospiza caudacuta,Saltmarsh Sparrow,7.37980929,3,4.205266698,269,22721129,"Canada,United States", 
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes moseleyi,Northern Rockhopper Penguin,7.375677,3,4.204773452,275,22734408,"Falkland Islands (Malvinas),Saint Helena, Ascension and Tristan da Cunha,French Southern Territories,South Africa", 
PASSERIFORMES,EURYLAIMIDAE,Sarcophanops samarensis,Visayan Wattled Broadbill,15.75077925,2,4.204739141,276,22698727,Philippines, 
PASSERIFORMES,EURYLAIMIDAE,Sarcophanops steerii,Mindanao Wattled Broadbill,15.75077925,2,4.204739141,276,22698738,Philippines, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma atrata,Henderson Petrel,7.359903977,3,4.202888483,278,22728442,"Kiribati,French Polynesia,Pitcairn", 
BUCEROTIFORMES,BUCEROTIDAE,Penelopides mindorensis,Mindoro Hornbill,7.319482,3,4.198041535,279,22682491,Philippines, 
PASSERIFORMES,GRALLARIIDAE,Grallaria ridgelyi,Jocotoco Antpitta,7.308557992,3,4.196727609,280,22724628,"Ecuador,Peru", 
STRIGIFORMES,STRIGIDAE,Bubo blakistoni,Blakiston's Eagle-owl,7.289941468,3,4.19448445,281,22689007,"China,Japan,Russian Federation", 
PASSERIFORMES,GRALLARIIDAE,Grallaria kaestneri,Cundinamarca Antpitta,7.27095512,3,4.192191536,282,22703268,Colombia, 
CAPRIMULGIFORMES,TROCHILIDAE,Heliangelus regalis,Royal Sunangel,7.24088145,3,4.188548852,283,22687901,"Ecuador,Peru", 
STRUTHIONIFORMES,APTERYGIDAE,Apteryx haastii,Great Spotted Kiwi,15.4455637,2,4.186350118,284,22678132,New Zealand, 
GRUIFORMES,PSOPHIIDAE,Psophia viridis,Green-winged Trumpeter,15.4375455,2,4.185862439,285,45470705,"Bolivia, Plurinational States of,Brazil", 
GRUIFORMES,RALLIDAE,Laterallus tuerosi,Junin Rail,7.209355,3,4.184715899,286,22692358,Peru, 
STRUTHIONIFORMES,APTERYGIDAE,Apteryx rowi,Rowi,15.4161855,2,4.18456213,287,22732871,New Zealand, 
PASSERIFORMES,MOTACILLIDAE,Amaurocichla bocagii,Sao Tome Short-tail,15.415592,2,4.184525976,288,22715170,Sao Tom_ and Principe, 
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea sanfordi,Northern Royal Albatross,7.167664,3,4.179624486,289,22728323,"Antarctica,Argentina,Australia,Brazil,Bouvet Island,Chile,Falkland Islands (Malvinas),South Georgia and the South Sandwich Islands,Heard Island and McDonald Islands,New Zealand,Saint Helena, Ascension and Tristan da Cunha,French Southern Territories,Uruguay,South Africa", 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax capensis,Cape Cormorant,7.152197,3,4.177729003,290,22696806,"Angola,Congo,Mozambique,Namibia,South Africa", 
GRUIFORMES,RALLIDAE,Laterallus levraudi,Rusty-flanked Crake,7.147496,3,4.177152182,291,22692340,"Venezuela, Bolivarian Republic of", 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax neglectus,Bank Cormorant,7.140403,3,4.176281229,292,22696766,"Namibia,South Africa", 
PELECANIFORMES,ARDEIDAE,Agamia agami,Agami Heron,15.27076437,2,4.175664262,293,22697200,"Bolivia, Plurinational States of,Brazil,Belize,Colombia,Costa Rica,Ecuador,French Guiana,Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Peru,Suriname,Trinidad and Tobago,Venezuela, Bolivarian Republic of", 
STRUTHIONIFORMES,APTERYGIDAE,Apteryx mantelli,Northern Brown Kiwi,15.233759,2,4.173387324,294,45353580,New Zealand, 
PASSERIFORMES,PHILEPITTIDAE,Neodrepanis hypoxantha,Yellow-bellied Sunbird-asity,15.158895,2,4.168765033,295,22698777,Madagascar, 
CUCULIFORMES,CUCULIDAE,Centropus rectunguis,Short-toed Coucal,15.15824109,2,4.168724565,296,22684222,"Brunei Darussalam,Indonesia,Malaysia,Thailand", 
CHARADRIIFORMES,CHARADRIIDAE,Thinornis cucullatus,Hooded Plover,15.14765423,2,4.168069152,297,22693883,Australia, 
PASSERIFORMES,GRALLARIIDAE,Grallaricula ochraceifrons,Ochre-fronted Antpitta,7.0709983,3,4.167718721,298,22703384,Peru, 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax featherstoni,Pitt Shag,7.03845,3,4.16367782,299,22696907,New Zealand, 
CORACIIFORMES,MOMOTIDAE,Electron carinatum,Keel-billed Motmot,15.04841189,2,4.161904258,300,22682989,"Belize,Costa Rica,Guatemala,Honduras,Mexico,Nicaragua", 
PASSERIFORMES,COTINGIDAE,Zaratornis stresemanni,White-cheeked Cotinga,14.98833066,2,4.158153484,301,22700773,Peru, 
CUCULIFORMES,CUCULIDAE,Neomorphus geoffroyi,Rufous-vented Ground-cuckoo,14.96270939,2,4.1565497,302,62144610,"Bolivia, Plurinational States of,Brazil,Colombia,Costa Rica,Ecuador,Nicaragua,Panama,Peru", 
PASSERIFORMES,MUSCICAPIDAE,Sheppardia montana,Usambara Akalat,6.948433364,3,4.15241639,303,22709659,"Tanzania, United Republic of", 
COLUMBIFORMES,COLUMBIDAE,Leptotila conoveri,Tolima Dove,6.939639306,3,4.151309389,304,22690898,Colombia, 
STRUTHIONIFORMES,APTERYGIDAE,Apteryx australis,Southern Brown Kiwi,14.87587227,2,4.151094851,305,22678122,New Zealand, 
PASSERIFORMES,PITTIDAE,Erythropitta caeruleitorques,Sangihe Pitta,6.884804245,3,4.144378936,306,103656367,Indonesia, 
PASSERIFORMES,PITTIDAE,Erythropitta palliceps,Siau Pitta,6.884804245,3,4.144378936,306,103656371,Indonesia, 
PASSERIFORMES,PITTIDAE,Hydrornis gurneyi,Gurney's Pitta,6.884804245,3,4.144378936,306,22698628,"Myanmar,Thailand", 
GALLIFORMES,PHASIANIDAE,Pavo muticus,Green Peafowl,6.879840689,3,4.143749228,309,22679440,"Bangladesh,China,Indonesia,India,Cambodia,Lao People's Democratic Republic,Myanmar,Malaysia,Thailand,Viet Nam", 
PASSERIFORMES,ALAUDIDAE,Mirafra sharpii,Sharpe's Lark,6.848663869,3,4.139784851,310,22717059,Somalia, 
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus chathamensis,Chatham Oystercatcher,6.842799,3,4.139037328,311,22693656,New Zealand, 
PASSERIFORMES,RHIPIDURIDAE,Lamprolia klinesmithi,Natewa Silktail,14.67422175,2,4.138311797,312,103707799,Fiji, 
PASSERIFORMES,MELIPHAGIDAE,Gymnomyza samoensis,Mao,6.813138031,3,4.135248221,313,22704317,Samoa, 
CAPRIMULGIFORMES,TROCHILIDAE,Loddigesia mirabilis,Marvelous Spatuletail,6.804245717,3,4.13410945,314,22688130,Peru, 
PASSERIFORMES,HIRUNDINIDAE,Tachycineta cyaneoviridis,Bahama Swallow,6.799150115,3,4.13345631,315,22712080,"Bahamas,Cuba,United States", 
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea antipodensis,Antipodean Albatross,6.761614,3,4.128631844,316,22728318,"Antarctica,Australia,Chile,Norfolk Island,New Zealand,French Polynesia", 
PASSERIFORMES,NECTARINIIDAE,Hedydipna pallidigaster,Amani Sunbird,6.72140795,3,4.123438266,317,22717653,"Kenya,Tanzania, United Republic of", 
PASSERIFORMES,NECTARINIIDAE,Cinnyris loveridgei,Loveridge's Sunbird,6.72140795,3,4.123438266,317,22717931,"Tanzania, United Republic of", 
PASSERIFORMES,DICRURIDAE,Dicrurus menagei,Tablas Drongo,6.716544839,3,4.122808246,319,22736062,Philippines, 
PASSERIFORMES,SITTIDAE,Sitta insularis,Bahama Nuthatch,6.687624678,3,4.119053393,320,103881687,Bahamas, 
PASSERIFORMES,TURDIDAE,Geokichla guttata,Spotted Ground-thrush,6.686289369,3,4.118879682,321,22708464,"Congo, The Democratic Republic of the,Kenya,Malawi,Mozambique,Sudan,South Sudan,Tanzania, United Republic of,South Africa", 
ACCIPITRIFORMES,ACCIPITRIDAE,Pseudastur occidentalis,Grey-backed Hawk,6.641444,3,4.113028132,322,22695789,"Ecuador,Peru", 
PASSERIFORMES,CAMPEPHAGIDAE,Edolisoma nesiotis,Yap Cicadabird,6.610522148,3,4.108973325,323,103702640,"Micronesia, Federated States of ", 
PASSERIFORMES,CAMPEPHAGIDAE,Edolisoma insperatum,Pohnpei Cicadabird,6.610522148,3,4.108973325,323,103702644,"Micronesia, Federated States of ", 
ANSERIFORMES,ANATIDAE,Hymenolaimus malacorhynchos,Blue Duck,6.595126767,3,4.106948368,325,22680121,New Zealand, 
PASSERIFORMES,MUSCICAPIDAE,Kittacincla cebuensis,Black Shama,6.571659421,3,4.103853795,326,22710009,Philippines, 
PASSERIFORMES,MUSCICAPIDAE,Chamaetylas choloensis,Thyolo Alethe,6.571659421,3,4.103853795,326,22709004,"Malawi,Mozambique", 
PASSERIFORMES,MUSCICAPIDAE,Vauriella albigularis,White-throated Jungle-flycatcher,6.571659421,3,4.103853795,326,22709182,Philippines, 
PASSERIFORMES,MUSCICAPIDAE,Larvivora ruficeps,Rufous-headed Robin,6.571659421,3,4.103853795,326,22709711,"China,Malaysia", 
PASSERIFORMES,MOTACILLIDAE,Macronyx sharpei,Sharpe's Longclaw,6.569944,3,4.103627211,330,22718436,Kenya, 
STRIGIFORMES,STRIGIDAE,Otus alfredi,Flores Scops-owl,6.55431106,3,4.101559943,331,22724396,Indonesia, 
PASSERIFORMES,SITTIDAE,Sitta magna,Giant Nuthatch,6.530048781,3,4.098343062,332,22711228,"China,Myanmar,Thailand", 
PASSERIFORMES,VANGIDAE,Xenopirostris damii,Van Dam's Vanga,6.49168615,3,4.093235434,333,22708028,Madagascar, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma hasitata,Black-capped Petrel,6.489154,3,4.092897382,334,22698092,"Antigua and Barbuda,Anguilla,Aruba,Barbados,Bermuda,Bonaire, Sint Eustatius and Saba,Bahamas,Colombia,Costa Rica,Cuba,Curaçao,Dominica,Dominican Republic,Grenada,French Guiana,Guadeloupe,Guyana,Honduras,Haiti,Jamaica,Saint Kitts and Nevis,Cayman Islands,Saint Lucia,Saint Martin (French part),Martinique,Montserrat,Nicaragua,Panama,Puerto Rico,Suriname,Sint Maarten (Dutch part),Turks and Caicos Islands,Trinidad and Tobago,United States,Saint Vincent and the Grenadines,Venezuela, Bolivarian Republic of,Virgin Islands, British,Virgin Islands, U.S.", 
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus newelli,Newell's Shearwater,6.464544,3,4.089605886,335,22698240,"American Samoa,Australia,Kiribati,French Polynesia,French Southern Territories,United States Minor Outlying Islands,United States", 
TROGONIFORMES,TROGONIDAE,Apalharpactes reinwardtii,Javan Trogon,13.92849717,2,4.089566309,336,22682824,Indonesia, 
ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus bartelsi,Javan Hawk-eagle,6.435075,3,4.085650209,337,22696165,Indonesia, 
COLUMBIFORMES,COLUMBIDAE,Ptilinopus huttoni,Rapa Fruit-dove,6.411013,3,4.082408679,338,22691470,French Polynesia, 
STRIGIFORMES,TYTONIDAE,Tyto nigrobrunnea,Taliabu Masked-owl,13.79906065,2,4.080858071,339,22688449,Indonesia, 
STRIGIFORMES,TYTONIDAE,Tyto inexspectata,Minahassa Masked-owl,13.77503537,2,4.079233318,340,22688441,Indonesia, 
COLUMBIFORMES,COLUMBIDAE,Ptilinopus roseicapilla,Mariana Fruit-dove,6.383563,3,4.078697855,341,22691435,"Guam,Northern Mariana Islands", 
STRIGIFORMES,TYTONIDAE,Tyto soumagnei,Madagascar Red Owl,13.75865473,2,4.078124033,342,22688493,Madagascar, 
PASSERIFORMES,SITTIDAE,Sitta victoriae,White-browed Nuthatch,6.378319345,3,4.077987423,343,22711167,Myanmar, 
PASSERIFORMES,TYRANNIDAE,Phyllomyias urichi,Urich's Tyrannulet,6.377435415,3,4.077867615,344,22728377,"Venezuela, Bolivarian Republic of", 
GRUIFORMES,GRUIDAE,Grus americana,Whooping Crane,6.362064,3,4.07578187,345,22692156,"Canada,Mexico,United States", 
GRUIFORMES,RALLIDAE,Hypotaenidia okinawae,Okinawa Rail,6.35279,3,4.074521375,346,22692412,Japan, 
COLUMBIFORMES,COLUMBIDAE,Columba thomensis,Sao Tome Olive-pigeon,6.351561,3,4.074354213,347,22690138,Sao Tom_ and Principe, 
STRIGIFORMES,TYTONIDAE,Tyto aurantia,Golden Masked-owl,13.69029094,2,4.073481156,348,22688470,Papua New Guinea, 
PASSERIFORMES,COTINGIDAE,Cotinga maculata,Banded Cotinga,6.332155,3,4.071711012,349,22700886,Brazil, 
GRUIFORMES,RALLIDAE,Rallus wetmorei,Plain-flanked Rail,6.302926423,3,4.067716689,350,22692476,"Venezuela, Bolivarian Republic of", 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma cahow,Bermuda Petrel,6.301838,3,4.067567639,351,22698088,"Bermuda,Bahamas,Canada,Portugal,United States", 
PASSERIFORMES,TROGLODYTIDAE,Ferminia cerverai,Zapata Wren,6.299686095,3,4.067272888,352,22711392,Cuba, 
CICONIIFORMES,CICONIIDAE,Ciconia episcopus,Asian Woollyneck,13.59510892,2,4.066980828,353,22727255,"Bangladesh,Bhutan,China,Indonesia,India,Iran, Islamic Republic of,Cambodia,Lao People's Democratic Republic,Sri Lanka,Myanmar,Malaysia,Nepal,Philippines,Pakistan,Thailand,Viet Nam", 
PASSERIFORMES,MIMIDAE,Ramphocinclus brachyurus,White-breasted Thrasher,6.290691557,3,4.066039947,354,22711137,"Saint Lucia,Martinique", 
PASSERIFORMES,ALAUDIDAE,Mirafra ashi,Ash's Lark,6.284704,3,4.065218349,355,22717049,Somalia, 
PASSERIFORMES,MUSCICAPIDAE,Sheppardia gabela,Gabela Akalat,6.270535289,3,4.06327146,356,22709655,Angola, 
PASSERIFORMES,MELIPHAGIDAE,Manorina melanotis,Black-eared Miner,6.259961,3,4.061815999,357,22704441,Australia, 
PASSERIFORMES,TROGLODYTIDAE,Thryophilus sernai,Antioquia Wren,6.255192781,3,4.061159,358,103889265,Colombia, 
PASSERIFORMES,THAMNOPHILIDAE,Clytoctantes alixii,Recurve-billed Bushbird,6.248129904,3,4.060185033,359,22701358,"Colombia,Venezuela, Bolivarian Republic of", 
CORACIIFORMES,ALCEDINIDAE,Actenoides excelsus,Guadalcanal Moustached Kingfisher,6.232308333,3,4.057999798,360,22726883,Solomon Islands, 
GRUIFORMES,RALLIDAE,Rallus semiplumbeus,Bogota Rail,6.227968901,3,4.057399612,361,22692482,Colombia, 
PASSERIFORMES,TURDIDAE,Cichlopsis leucogenys,Rufous-brown Solitaire,6.223014375,3,4.056713911,362,103880486,Brazil, 
PASSERIFORMES,FURNARIIDAE,Premnoplex tatei,White-throated Barbtail,6.187630833,3,4.051803151,363,103672434,"Venezuela, Bolivarian Republic of", 
PASSERIFORMES,FURNARIIDAE,Premnoplex pariae,Paria Barbtail,6.187630833,3,4.051803151,363,103672561,"Venezuela, Bolivarian Republic of", 
PASSERIFORMES,MELIPHAGIDAE,Grantiella picta,Painted Honeyeater,13.30436463,2,4.04685907,365,22704412,Australia, 
PASSERIFORMES,MALACONOTIDAE,Laniarius brauni,Braun's Bush-shrike,6.14873885,3,4.046377498,366,22707532,Angola, 
BUCEROTIFORMES,BUCEROTIDAE,Aceros nipalensis,Rufous-necked Hornbill,13.1892127,2,4.038776368,367,22682510,"Bhutan,China,India,Lao People's Democratic Republic,Myanmar,Nepal,Thailand,Viet Nam", 
PASSERIFORMES,MALACONOTIDAE,Laniarius amboimensis,Gabela Bush-shrike,6.090594446,3,4.038210722,368,22707540,Angola, 
GALLIFORMES,ODONTOPHORIDAE,Odontophorus strophium,Gorgeted Wood-quail,6.089965,3,4.038121946,369,22679678,Colombia, 
STRIGIFORMES,STRIGIDAE,Otus thilohoffmanni,Serendib Scops-owl,6.0663902,3,4.034791311,370,22732040,Sri Lanka, 
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche chrysostoma,Grey-headed Albatross,6.06364,3,4.034402041,371,22698398,"Angola,Antarctica,Argentina,Australia,Brazil,Bouvet Island,Chile,Falkland Islands (Malvinas),South Georgia and the South Sandwich Islands,Heard Island and McDonald Islands,Namibia,New Zealand,Panama,Peru,Saint Helena, Ascension and Tristan da Cunha,French Southern Territories,Uruguay,South Africa", 
CORACIIFORMES,ALCEDINIDAE,Actenoides bougainvillei,Bougainville Moustached Kingfisher,6.063267407,3,4.034349292,372,22726874,Papua New Guinea, 
GALLIFORMES,PHASIANIDAE,Perdicula manipurensis,Manipur Bush-quail,6.043244704,3,4.031510501,373,22679012,India, 
PASSERIFORMES,THAMNOPHILIDAE,Euchrepomis sharpei,Yellow-rumped Antwren,6.035527802,3,4.030414255,374,22701656,"Bolivia, Plurinational States of,Peru", 
PASSERIFORMES,THAMNOPHILIDAE,Myrmoderus ruficauda,Scalloped Antbird,6.035527802,3,4.030414255,374,22701795,Brazil, 
PASSERIFORMES,MUSCICAPIDAE,Humblotia flavirostris,Humblot's Flycatcher,6.027758961,3,4.029309415,376,22709303,Comoros, 
PASSERIFORMES,ALAUDIDAE,Heteromirafra ruddi,Rudd's Lark,6.016518,3,4.027708625,377,22717153,South Africa, 
COLUMBIFORMES,COLUMBIDAE,Ducula aurorae,Polynesian Imperial-pigeon,6.016027744,3,4.027638751,378,22691668,French Polynesia, 
PASSERIFORMES,MUSCICAPIDAE,Sheppardia aurantiithorax,Rubeho Akalat,5.995863166,3,4.02476054,379,22735022,"Tanzania, United Republic of", 
PSITTACIFORMES,CACATUIDAE,Zanda latirostris,Short-billed Black-cockatoo,5.98175768,3,4.022742243,380,22684733,Australia, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma baraui,Barau's Petrel,5.973075,3,4.021497846,381,22698035,"Australia,Cocos (Keeling) Islands,Christmas Island,Indonesia,British Indian Ocean Territory,Sri Lanka,Madagascar,Mauritius,Mozambique,R_union,South Africa", 
COLUMBIFORMES,COLUMBIDAE,Treron griveaudi,Comoro Green-pigeon,5.947018978,3,4.017754185,382,22728176,Comoros, 
PASSERIFORMES,MUSCICAPIDAE,Ficedula bonthaina,Lompobattang Flycatcher,5.926318,3,4.014769901,383,22709399,Indonesia, 
PASSERIFORMES,PYCNONOTIDAE,Setornis criniger,Hook-billed Bulbul,12.84871836,2,4.014487052,384,22713158,"Brunei Darussalam,Indonesia,Malaysia", 
CUCULIFORMES,CUCULIDAE,Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,12.790593,2,4.010281054,385,22684123,"India,Sri Lanka", 
ACCIPITRIFORMES,ACCIPITRIDAE,Aquila nipalensis,Steppe Eagle,5.877099,3,4.007638448,386,22696038,"United Arab Emirates,Afghanistan,Albania,Armenia,Angola,Azerbaijan,Bangladesh,Bulgaria,Bahrain,Burundi,Bhutan,Botswana,Belarus,Congo, The Democratic Republic of the,Cameroon,China,Czech Republic,Germany,Djibouti,Denmark,Estonia,Egypt,Eritrea,Spain,Ethiopia,Finland,France,Georgia,Greece,Croatia,Hungary,Israel,India,Iraq,Iran, Islamic Republic of,Italy,Jordan,Kenya,Kyrgyzstan,Korea, Democratic People's Republic of,Kuwait,Kazakhstan,Lebanon,Moldova,Mali,Myanmar,Mongolia,Malawi,Malaysia,Namibia,Niger,Nigeria,Netherlands,Norway,Nepal,Oman,Pakistan,Poland,Palestinian Territory, Occupied,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Sweden,Singapore,Slovakia,Somalia,South Sudan,Syrian Arab Republic,Swaziland,Chad,Thailand,Tajikistan,Turkmenistan,Tunisia,Turkey,Tanzania, United Republic of,Ukraine,Uganda,Uzbekistan,Viet Nam,Yemen,South Africa,Zambia,Zimbabwe", 
PASSERIFORMES,TYRANNIDAE,Pogonotriccus lanyoni,Antioquia Bristle-tyrant,5.86615339,3,4.006045577,387,22699469,Colombia, 
CAPRIMULGIFORMES,TROCHILIDAE,Taphrolesbia griseiventris,Grey-bellied Comet,5.862482619,3,4.005510816,388,22688049,Peru, 
ACCIPITRIFORMES,ACCIPITRIDAE,Circus maurus,Black Harrier,5.857110847,3,4.004727735,389,22695379,"Botswana,Lesotho,Namibia,Swaziland,South Africa", 
PICIFORMES,LYBIIDAE,Lybius leucogaster,White-bellied Barbet,5.824075833,3,3.999898465,390,22726086,Angola, 
COLUMBIFORMES,COLUMBIDAE,Treron psittaceus,Timor Green-pigeon,5.797414565,3,3.99598387,391,22691186,"Indonesia,Timor-Leste", 
PSITTACIFORMES,PSITTACIDAE,Psittrichas fulgidus,Pesquet's Parrot,12.57359009,2,3.99442036,392,22685025,"Indonesia,Papua New Guinea", 
CHARADRIIFORMES,CHARADRIIDAE,Charadrius sanctaehelenae,St Helena Plover,12.53651524,2,3.991685228,393,22693785,"Saint Helena, Ascension and Tristan da Cunha", 
PASSERIFORMES,CHLOROPSEIDAE,Chloropsis flavipennis,Philippine Leafbird,12.47247096,2,3.986942777,394,22704944,Philippines, 
CHARADRIIFORMES,SCOLOPACIDAE,Numenius tahitiensis,Bristle-thighed Curlew,12.4428298,2,3.984740225,395,22693182,"American Samoa,Cook Islands,Chile,Fiji,Micronesia, Federated States of ,Guam,Indonesia,Japan,Kiribati,Marshall Islands,Northern Mariana Islands,Nauru,Niue,New Zealand,French Polynesia,Papua New Guinea,Philippines,Pitcairn,Solomon Islands,Tokelau,Tonga,Tuvalu,United States Minor Outlying Islands,United States,Wallis and Futuna,Samoa", 
CHARADRIIFORMES,CHARADRIIDAE,Charadrius thoracicus,Black-banded Plover,12.27117287,2,3.97188859,396,22693780,Madagascar, 
PASSERIFORMES,TYRANNIDAE,Piprites pileata,Black-capped Piprites,12.23227034,2,3.96895293,397,22701205,"Argentina,Brazil", 
PASSERIFORMES,CHLOROPSEIDAE,Chloropsis sonnerati,Greater Green Leafbird,12.12804154,2,3.961044879,398,22704950,"Brunei Darussalam,Indonesia,Myanmar,Malaysia,Singapore,Thailand", 
GRUIFORMES,GRUIDAE,Balearica pavonina,Black Crowned-crane,12.06819,2,3.956475394,399,22692039,"Burkina Faso,Benin,Congo, The Democratic Republic of the,Central African Republic,C™te d'Ivoire,Cameroon,Egypt,Eritrea,Ethiopia,Gambia,Guinea,Guinea-Bissau,Kenya,Mali,Mauritania,Niger,Nigeria,Sudan,Sierra Leone,Senegal,South Sudan,Chad,Togo,Uganda", 
PASSERIFORMES,CHLOROPSEIDAE,Chloropsis media,Sumatran Leafbird,12.06155172,2,3.955967292,400,22732267,Indonesia, 
PASSERIFORMES,COTINGIDAE,Carpornis melanocephala,Black-headed Berryeater,12.012171,2,3.952179511,401,22700736,Brazil, 
PASSERIFORMES,PITTIDAE,Pitta rosenbergii,Biak Hooded Pitta,11.90666146,2,3.944037931,402,103656912,Indonesia, 
CUCULIFORMES,CUCULIDAE,Centropus nigrorufus,Javan Coucal,11.873919,2,3.941497843,403,22684236,Indonesia, 
COLUMBIFORMES,COLUMBIDAE,Goura cristata,Western Crowned-pigeon,11.78327763,2,3.934432242,404,22691865,Indonesia, 
COLUMBIFORMES,COLUMBIDAE,Hemiphaga chathamensis,Chatham Pigeon,11.569827,2,3.917593621,405,22732918,New Zealand, 
BUCEROTIFORMES,BUCEROTIDAE,Buceros mindanensis,Southern Rufous Hornbill,11.52991875,2,3.914413646,406,22727029,Philippines, 
PASSERIFORMES,CINCLIDAE,Cinclus schulzii,Rufous-throated Dipper,11.4117392,2,3.904937096,407,22708169,"Argentina,Bolivia, Plurinational States of", 
PASSERIFORMES,MELIPHAGIDAE,Macgregoria pulchra,Macgregor's Honeyeater,11.23350907,2,3.890473193,408,22706104,"Indonesia,Papua New Guinea", 
OTIDIFORMES,OTIDIDAE,Afrotis afra,Southern Black Bustard,11.128616,2,3.88186198,409,22691975,South Africa, 
BUCEROTIFORMES,BUCEROTIDAE,Anthracoceros marchei,Palawan Hornbill,11.10106975,2,3.879588219,410,22682444,Philippines, 
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus solala,Nechisar Nightjar,11.078058,2,3.877684779,411,22724428,Ethiopia, 
BUCEROTIFORMES,BUCEROTIDAE,Ceratogymna elata,Yellow-casqued Hornbill,11.06913291,2,3.876945556,412,22682627,"C™te d'Ivoire,Cameroon,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Nigeria,Sierra Leone,Senegal,Togo", 
COLUMBIFORMES,COLUMBIDAE,Goura scheepmakeri,Scheepmaker's Crowned-pigeon,10.93132088,2,3.865461311,413,45014473,Papua New Guinea, 
ACCIPITRIFORMES,ACCIPITRIDAE,Spilornis elgini,Andaman Serpent-eagle,10.86035939,2,3.859496057,414,22695323,India, 
BUCEROTIFORMES,BUCEROTIDAE,Buceros hydrocorax,Northern Rufous Hornbill,10.83472725,2,3.857332557,415,22727019,Philippines, 
BUCEROTIFORMES,BUCEROTIDAE,Rhyticeros cassidix,Knobbed Hornbill,10.74064845,2,3.849351408,416,22682525,Indonesia, 
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus concretus,Bonaparte's Nightjar,10.734059,2,3.84879,417,22689993,"Brunei Darussalam,Indonesia,Malaysia", 
CHARADRIIFORMES,TURNICIDAE,Turnix everetti,Sumba Buttonquail,10.6586033,2,3.842338749,418,22680592,Indonesia, 
ACCIPITRIFORMES,ACCIPITRIDAE,Polemaetus bellicosus,Martial Eagle,10.53683114,2,3.831838986,419,22696116,"Angola,Burkina Faso,Burundi,Benin,Botswana,Congo, The Democratic Republic of the,Central African Republic,C™te d'Ivoire,Cameroon,Eritrea,Ethiopia,Ghana,Gambia,Guinea,Guinea-Bissau,Kenya,Liberia,Mali,Mauritania,Malawi,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sudan,Sierra Leone,Senegal,Somalia,South Sudan,Swaziland,Chad,Togo,Tanzania, United Republic of,Uganda,South Africa,Zambia,Zimbabwe", 
PASSERIFORMES,CALCARIIDAE,Calcarius ornatus,Chestnut-collared Longspur,10.533326,2,3.831535119,420,22721040,"Canada,Mexico,United States", 
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax mira,Amami Woodcock,10.417057,2,3.821402826,421,22693056,Japan, 
BUCEROTIFORMES,BUCEROTIDAE,Rhyticeros everetti,Sumba Hornbill,10.41155675,2,3.820920953,422,22682535,Indonesia, 
BUCEROTIFORMES,BUCEROTIDAE,Rhyticeros subruficollis,Plain-pouched Hornbill,10.3941047,2,3.819390451,423,22682541,"Myanmar,Malaysia,Thailand", 
ACCIPITRIFORMES,ACCIPITRIDAE,Henicopernis infuscatus,Black Honey-buzzard,10.36848504,2,3.817139418,424,22694980,Papua New Guinea, 
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria albatrus,Short-tailed Albatross,10.355845,2,3.81602695,425,22698335,"Canada,China,Japan,Korea, Republic of,Northern Mariana Islands,Mexico,Philippines,Russian Federation,Taiwan, Province of China,United States Minor Outlying Islands,United States", 
GALLIFORMES,MEGAPODIIDAE,Megapodius layardi,Vanuatu Scrubfowl,10.315272,2,3.812447679,426,22678615,Vanuatu, 
PICIFORMES,GALBULIDAE,Galbula pastazae,Coppery-chested Jacamar,10.30635518,2,3.811659334,427,22682206,"Colombia,Ecuador,Peru", 
GALLIFORMES,MEGAPODIIDAE,Megapodius bernsteinii,Sula Scrubfowl,10.305155,2,3.811553178,428,22678593,Indonesia, 
