Order,Family,Species,Common name,ED,GE,EDGE,EDGE rank,Red List ID,Distribution,
SQUAMATA,ANGUIDAE,Celestus macrotus,Thomas' Galliwasp,13.11447443,3,4.726642368,335,203033,Haiti, 
SQUAMATA,IGUANIDAE,Brachylophus fasciatus,"Lau Banded Iguana, Fiji Banded Iguana, South Pacific Banded Iguana, Tongan Banded Iguana",13.08480967,3,4.72453843,336,19243030,"Fiji,Tonga", 
SQUAMATA,XANTUSIIDAE,Xantusia gracilis,Sandstone Night Lizard,27.13280346,2,4.72323064,337,64365,United States, 
SQUAMATA,ANGUIDAE,Celestus barbouri,,13.01331078,3,4.719449189,338,203023,Jamaica, 
SQUAMATA,CHAMAELEONIDAE,Calumma vencesi,Vences' Chameleon,13.00616798,3,4.718939344,339,172879,Madagascar, 
CROCODYLIA,CROCODYLIDAE,Tomistoma schlegelii,"False Gharial, Malayan Gharial, Sunda Gharial, Tomistoma",26.97098042,2,4.71746192,340,21981,"Brunei Darussalam,Indonesia,Malaysia,Thailand", 
SQUAMATA,AMPHISBAENIDAE,Amphisbaena caudalis,Cayemite Long-tailed Amphisbaena,12.9742214,3,4.716655845,341,74855259,Haiti, 
SQUAMATA,CHAMAELEONIDAE,Trioceros laterispinis,"Spiny-sided Chameleon, Spiny-flanked Chameleon",12.95452691,3,4.715245507,342,176317,"Tanzania, United Republic of", 
SQUAMATA,SCINCIDAE,Lerista lineata,"Perth Slider, Perth Lined Slider",12.94281112,3,4.714405585,343,109476597,Australia, 
SQUAMATA,SCINCIDAE,Chalcides mauritanicus,Two-fingered Skink,12.88451688,3,4.710215868,344,61479,"Algeria,Spain,Morocco", 
SQUAMATA,PHYLLODACTYLIDAE,Phyllodactylus thompsoni,,12.8826025,3,4.710077979,345,48442988,Peru, 
SQUAMATA,SCINCIDAE,Madascincus macrolepis,Rusty Skink,12.86240064,3,4.708621727,346,172732,Madagascar, 
SQUAMATA,PHRYNOSOMATIDAE,Uma exsul,,12.84439227,3,4.707321802,347,64162,Mexico, 
SQUAMATA,GEKKONIDAE,Perochirus ateles,"Micronesia Saw-tailed Gecko, Dumeril's Tropical Gecko",26.6229612,2,4.704941715,348,196586,"Micronesia, Federated States of ,Guam,Japan,Marshall Islands,Northern Mariana Islands", 
SQUAMATA,AMPHISBAENIDAE,Amphisbaena fenestrata,Cope's Worm Lizard,12.80310424,3,4.704335054,349,74855567,"Virgin Islands, British,Virgin Islands, U.S.", 
SQUAMATA,CHAMAELEONIDAE,Calumma vohibola,,12.80160998,3,4.704226792,350,42689609,Madagascar, 
SQUAMATA,VIPERIDAE,Protobothrops mangshanensis,"Mangshan Pit Viper, Mang Mountain Pit Viper, Mt. Mang Pit Viper",12.77500085,3,4.702296959,351,192140,China, 
SQUAMATA,GEKKONIDAE,Lygodactylus bivittis,Tiny Scaled Gecko,26.45228642,2,4.69874382,352,172837,Madagascar, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Phisalixella variabilis,,12.65696176,3,4.693690953,353,172802,Madagascar, 
SQUAMATA,SCINCIDAE,Dasia subcaerulea,"Boulenger's Dasia, Boulenger's Tree Skink",12.60769123,3,4.690076706,354,172629,India, 
SQUAMATA,SCINCIDAE,Acontias poecilus,Variable Legless Skink,12.55339611,3,4.686078693,355,44977934,South Africa, 
SQUAMATA,CHAMAELEONIDAE,Kinyongia multituberculata,"West Usambara Blade-horned Chameleon, West Usambara Two-horned Chameleon",12.53748458,3,4.684904015,356,172574,"Tanzania, United Republic of", 
SQUAMATA,ANGUIDAE,Celestus darlingtoni,Darlington's Galliwasp,12.53693237,3,4.684863223,357,203029,Dominican Republic, 
SQUAMATA,TYPHLOPIDAE,Amerotyphlops trinitatus,Trinidad Worm Snake,12.52661743,3,4.684100948,358,75606981,Trinidad and Tobago, 
SQUAMATA,HOPLOCERCIDAE,Morunasaurus groi,"Dunn's Spinytail Iguana, Gro's Manticores",12.52080409,3,4.683671084,359,203070,"Colombia,Panama", 
SQUAMATA,GEKKONIDAE,Paroedura vazimba,,25.90609547,2,4.678647219,360,172801,Madagascar, 
SQUAMATA,AMPHISBAENIDAE,Amphisbaena hyporissor,Puerto Rican Dusky Amphisbaena ,12.44391117,3,4.677967844,361,176226,"Dominican Republic,Haiti", 
SQUAMATA,SCINCIDAE,Lankascincus deignani,Deignan Tree Skink,12.29654599,3,4.666945843,362,178268,Sri Lanka, 
SQUAMATA,CHAMAELEONIDAE,Bradypodion caffer,"Pondo Dwarf Chameleon, Transkei Dwarf Chameleon",12.268816,3,4.664858162,363,176290,South Africa, 
SQUAMATA,ANGUIDAE,Celestus haetianus,,12.26520463,3,4.664585955,364,203030,"Dominican Republic,Haiti", 
SQUAMATA,ELAPIDAE,Hemiaspis damelii,Grey Snake,12.20170207,3,4.659787307,365,102709908,Australia, 
SQUAMATA,TROPIDURIDAE,Stenocercus varius,Keeled Whorltail Iguana,12.19391305,3,4.659197132,366,50950734,Ecuador, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Lycodryas inopinae,,12.17615449,3,4.65785026,367,177502,Madagascar, 
SQUAMATA,GEKKONIDAE,Lygodactylus madagascariensis,Madagascar Dwarf Gecko,25.30961357,2,4.656228769,368,172956,Madagascar, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Pseudoxyrhopus kely,,12.15290013,3,4.656083818,369,63659,Madagascar, 
SQUAMATA,SCINCIDAE,Tiliqua adelaidensis,"Adelaide Pygmy Blue-tongue Skink, Pygmy Bluetongue",12.15130874,3,4.65596282,370,21902,Australia, 
SQUAMATA,LACERTIDAE,Podarcis cretensis,,12.14280484,3,4.65531599,371,157252,Greece, 
SQUAMATA,CHAMAELEONIDAE,Calumma hilleniusi,,12.09981931,3,4.652039979,372,172925,Madagascar, 
SQUAMATA,CHAMAELEONIDAE,Furcifer nicosiai,,12.09890213,3,4.651969961,373,172869,Madagascar, 
SQUAMATA,LEIOSAURIDAE,Pristidactylus volcanensis,,12.07847104,3,4.650408988,374,203156,Chile, 
SQUAMATA,CHAMAELEONIDAE,Brookesia tuberculata,Mount d'Ambre Leaf Chameleon,25.09768987,2,4.648141161,375,176299,Madagascar, 
SQUAMATA,GEKKONIDAE,Blaesodactylus boivini,,25.06056894,2,4.646717765,376,172972,Madagascar, 
SQUAMATA,CHAMAELEONIDAE,Trioceros perreti,"Perret's Montane Chameleon, Perret's Chameleon, Southern Peacock Chameleon",11.99596363,3,4.644080361,377,203828,Cameroon, 
SQUAMATA,CHAMAELEONIDAE,Trioceros pfefferi,"Bakossi Two-horned Chameleon, Pfeffer's Chameleon, Pfeffer's Two-horned Chameleon",11.99467014,3,4.643980826,378,172572,Cameroon, 
SQUAMATA,NATRICIDAE,Lycognathophis seychellensis,Seychelles Wolf Snake,11.9292067,3,4.638930379,379,61427,Seychelles, 
SQUAMATA,BOIDAE,Corallus cropanii,Cropan's Boa,11.91018344,3,4.637457956,380,39904,Brazil, 
SQUAMATA,HOMALOPSIDAE,Gyiophis vorisi,,11.8982762,3,4.636535216,381,176686,Myanmar, 
SQUAMATA,PHRYNOSOMATIDAE,Sceloporus cyanostictus,,11.81459386,3,4.630026208,382,64099,Mexico, 
SQUAMATA,ANGUIDAE,Celestus agasepsoides,,11.79729738,3,4.628675548,383,203021,"Dominican Republic,Haiti", 
SQUAMATA,CHAMAELEONIDAE,Kinyongia vosseleri,Vosseler's Blade-horned Chameleon,11.77462142,3,4.626902043,384,172525,"Tanzania, United Republic of", 
SQUAMATA,GYMNOPHTHALMIDAE,Bachia bresslaui,Bresslau's Bachia,24.44912328,2,4.622975655,385,178333,"Brazil,Paraguay", 
SQUAMATA,VIPERIDAE,Mixcoatlus melanurus,,11.69258575,3,4.620459565,386,64340,Mexico, 
SQUAMATA,PYGOPODIDAE,Delma impar,"Striped Legless Lizard, Many-lined Delma",11.65481628,3,4.617479418,387,6315,Australia, 
SQUAMATA,CHAMAELEONIDAE,Calumma globifer,,11.6501874,3,4.617113571,388,172830,Madagascar, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Thamnosophis martae,,11.57082452,3,4.610820157,389,172982,Madagascar, 
SQUAMATA,CHAMAELEONIDAE,Bradypodion caeruleogula,"Eshowe Dwarf Chameleon, Dhlinza Dwarf Chameleon, uMlalazi Dwarf Chameleon",11.56742206,3,4.610549457,390,172551,South Africa, 
SQUAMATA,CHAMAELEONIDAE,Calumma andringitraense,,11.55640966,3,4.609672807,391,172850,Madagascar, 
SQUAMATA,SCINCIDAE,Typhlacontias kataviensis,,11.55089859,3,4.609233806,392,44979569,"Tanzania, United Republic of", 
SQUAMATA,AGAMIDAE,Calotes liocephalus,Spineless Forest Lizard,11.52182537,3,4.606914693,393,3630,Sri Lanka, 
SQUAMATA,GEKKONIDAE,Paroedura androyensis,Grandidier's Madagascar Ground Gecko,24.03653083,2,4.606630353,394,172822,Madagascar, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Lycodryas guentheri,,11.49011078,3,4.604378735,395,172791,Madagascar, 
SQUAMATA,LEIOSAURIDAE,Pristidactylus valeriae,,11.46637661,3,4.602476691,396,18171,Chile, 
SQUAMATA,SCINCIDAE,Pygomeles petteri,,11.43473535,3,4.599935336,397,172872,Madagascar, 
SQUAMATA,SCINCIDAE,Amphiglossus decaryi,Rock Skink,11.43072656,3,4.599612898,398,172784,Madagascar, 
SQUAMATA,GERRHOSAURIDAE,Zonosaurus maximus,,23.84305188,2,4.598872472,399,172865,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus ocoae,Peravia Least Gecko,11.39184602,3,4.596480219,400,75605564,Dominican Republic, 
SQUAMATA,CHAMAELEONIDAE,Calumma glawi,,11.36965748,3,4.594688038,401,176304,Madagascar, 
SQUAMATA,LEIOSAURIDAE,Pristidactylus alvaroi,,11.30396633,3,4.589363218,402,18170,Chile, 
SQUAMATA,AGAMIDAE,Tympanocryptis condaminensis,Condamine Earless Dragon,11.30026165,3,4.589062076,403,83494956,Australia, 
SQUAMATA,AGAMIDAE,Tympanocryptis wilsoni,Roma Earless Dragon,11.30026165,3,4.589062076,403,83495150,Australia, 
SQUAMATA,TROPIDOPHIIDAE,Exiliboa placata,,23.5401206,2,4.586603715,405,64293,Mexico, 
SQUAMATA,VIPERIDAE,Mixcoatlus barbouri,Barbour's Montane Pit Viper,11.24468958,3,4.584533881,406,64305,Mexico, 
SQUAMATA,PHRYNOSOMATIDAE,Urosaurus auriculatus,,11.24345595,3,4.584433128,407,64167,Mexico, 
SQUAMATA,ELAPIDAE,Ogmodon vitianus,"Fiji Snake, Fiji Cobra, Viti Bolo",11.10775817,3,4.57328796,408,15185,Fiji, 
SQUAMATA,CHAMAELEONIDAE,Rhampholeon marshalli,"Marshall's Pygmy Chameleon, Marshall's African Leaf Chameleon, Marshall's Stump-tail Chameleon",23.13644343,2,4.570017235,409,176321,"Mozambique,Zimbabwe", 
SQUAMATA,SPHAERODACTYLIDAE,Gonatodes astralis,,23.0330009,2,4.565722285,410,66083022,"Venezuela, Bolivarian Republic of", 
SQUAMATA,POLYCHROTIDAE,Polychrus peruvianus,,22.43927582,2,4.54070743,411,178288,"Ecuador,Peru", 
SQUAMATA,GEKKONIDAE,Phelsuma standingi,"Standing's Day Gecko, Banded Day Gecko",22.07311148,2,4.524962295,412,16947,Madagascar, 
SQUAMATA,GEKKONIDAE,Ailuronyx trachygaster,Giant Bronze Gecko,22.02405081,2,4.522833718,413,61430,Seychelles, 
SQUAMATA,AGAMIDAE,Hydrosaurus pustulatus,"Crested Lizard, Sail-fin Lizard, Sailfin Water Lizard, Soa-soa Water Lizard",21.42482991,2,4.496463184,414,10335,Philippines, 
SQUAMATA,GERRHOSAURIDAE,Tetradactylus breyeri,Breyer's Long-tailed Seps,21.23747781,2,4.488073416,415,21662,South Africa, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Buhoma procterae,Uluguru Forest Snake,21.06131703,2,4.480120075,416,44979651,"Tanzania, United Republic of", 
SQUAMATA,GEKKONIDAE,Phelsuma breviceps,,20.63404157,2,4.460562434,417,172824,Madagascar, 
SQUAMATA,GEKKONIDAE,Homopholis mulleri,Muller's Velvet Gecko,20.40482609,2,4.449910776,418,10235,South Africa, 
SQUAMATA,GEKKONIDAE,Lygodactylus blanci,Blanc's Dwarf Gecko,20.25858102,2,4.443054988,419,178577,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Aristelliger hechti,"Caicos Gecko, Hecht's Caribbean Gecko",20.12683393,2,4.436838344,420,203169,Turks and Caicos Islands, 
SQUAMATA,GEKKONIDAE,Christinus guentheri,"Lord Howe Island Southern Gecko, Lord Howe Island Gecko",20.05848509,2,4.433597932,421,4801,"Australia,Norfolk Island", 
SQUAMATA,CORDYLIDAE,Hemicordylus nebulosus,Dwarf Crag Lizard,19.99939299,2,4.430787893,422,110160538,South Africa, 
SQUAMATA,SCINCIDAE,Paracontias kankana,,19.97224747,2,4.429494376,423,193486,Madagascar, 
SQUAMATA,XENODERMATIDAE,Achalinus hainanus,"Hainan Odd-scaled Snake, Hainan burrowing snake",19.92056985,2,4.427027239,424,192028,China, 
SQUAMATA,GERRHOSAURIDAE,Zonosaurus boettgeri,,19.83279836,2,4.42282295,425,172969,Madagascar, 
SQUAMATA,PYGOPODIDAE,Ophidiocephalus taeniatus,"Bronzeback, Bronzeback Snake-lizard",19.82382371,2,4.422392063,426,15361,Australia, 
SQUAMATA,AGAMIDAE,Uromastyx aegyptia,"Egyptian Mastigure, Egyptian Spiny-tailed Lizard",19.58058749,2,4.410642638,427,164729,"United Arab Emirates,Egypt,Israel,Iraq,Iran, Islamic Republic of,Jordan,Kuwait,Oman,Qatar,Saudi Arabia,Syrian Arab Republic,Yemen", 
SQUAMATA,CHAMAELEONIDAE,Brookesia ebenaui,Northern Leaf Chameleon,19.49864344,2,4.406653071,428,172844,Madagascar, 
SQUAMATA,AGAMIDAE,Uromastyx thomasi,"Omani Spiny-tailed Lizard, Thomas' Mastigure",19.37651095,2,4.400677175,429,199600,Oman, 
SQUAMATA,GEKKONIDAE,Pseudogekko brevipes,Orange-spotted Smooth-scaled Gecko,19.1614126,2,4.390064871,430,169805,Philippines, 
SQUAMATA,UROPELTIDAE,Melanophidium bilineatum,Two-lined Black Earth Snake,19.15402873,2,4.389698566,431,172612,India, 
SQUAMATA,CORDYLIDAE,Platysaurus imperator,"Emperor Flat Lizard, Imperial Flat Lizard",19.08695935,2,4.386365177,432,177588,"Mozambique,Zimbabwe", 
CROCODYLIA,CROCODYLIDAE,Osteolaemus tetraspis,"African Dwarf Crocodile, West African Dwarf Crocodile",19.07818591,2,4.385928309,433,15635,"Angola,Burkina Faso,Benin,Congo, The Democratic Republic of the,Central African Republic,Congo,Côte d'Ivoire,Cameroon,Gabon,Ghana,Gambia,Guinea,Guinea-Bissau,Liberia,Nigeria,Sierra Leone,Senegal,Togo", 
SQUAMATA,SCINCIDAE,Madascincus nanus,,18.96285982,2,4.380167899,434,178686,Madagascar, 
SQUAMATA,CHAMAELEONIDAE,Rhampholeon beraduccii,"Mahenge Pygmy Chameleon, Beraducci's Pygmy Chameleon",18.9122433,2,4.377629145,435,172549,"Tanzania, United Republic of", 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus cinereus,Gray Gecko,18.88326527,2,4.376172798,436,75605362,Haiti, 
SQUAMATA,GERRHOSAURIDAE,Tracheloptychus petersi,,18.85852625,2,4.37492781,437,172745,Madagascar, 
SQUAMATA,GEKKONIDAE,Alsophylax szczerbaki,Szczerbak's Even-fingered Gecko,18.69533245,2,4.366676037,438,47755599,"Turkmenistan,Uzbekistan", 
SQUAMATA,GEKKONIDAE,Alsophylax loricatus,Strauch's Even-fingered Gecko,18.68436952,2,4.366119256,439,47755582,"Tajikistan,Uzbekistan", 
SQUAMATA,DACTYLOIDAE,Anolis pogus,"St Martin Anole, Anguilla Bank Bush Anole, St. Martin Anole",18.65156829,2,4.364451507,440,177907,"Anguilla,Saint Martin (French part),Sint Maarten (Dutch part)", 
SQUAMATA,GEKKONIDAE,Cnemaspis elgonensis,Mt Elgon Forest Gecko,18.51700677,2,4.357580589,441,44648018,"Kenya,Uganda", 
SQUAMATA,CHAMAELEONIDAE,Calumma cucullatum,,18.49437003,2,4.356420069,442,172836,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Lepidoblepharis grandis,,18.43081978,2,4.353154815,443,44579362,Ecuador, 
SQUAMATA,CHAMAELEONIDAE,Rhampholeon nebulauctor,Mount Chiperone Pygmy Chameleon,18.39461787,2,4.351289959,444,61365784,Mozambique, 
SQUAMATA,GEKKONIDAE,Phelsuma nigristriata,Island Day Gecko,18.380643,2,4.350569146,445,199761,Mayotte, 
SQUAMATA,CHAMAELEONIDAE,Kinyongia excubitor,"Mount Kenya Sentinel Chameleon, Mt Kenya Hornless Chameleon",18.36803925,2,4.349918607,446,172569,Kenya, 
SQUAMATA,GEKKONIDAE,Afroedura multiporis,"Woodbush Flat Gecko, Multipored Rock Gecko",18.1875258,2,4.340554731,447,196895,South Africa, 
SQUAMATA,GEKKONIDAE,Lepidodactylus manni,"Viti Forest Gecko, Fiji Scaly-toed Gecko",18.12698589,2,4.337394573,448,196579,Fiji, 
SQUAMATA,GEKKONIDAE,Gekko ernstkelleri,,18.04592192,2,4.333147367,449,169836,Philippines, 
SQUAMATA,PHRYNOSOMATIDAE,Sceloporus maculosus,,17.74913313,2,4.317441879,450,64122,Mexico, 
SQUAMATA,GEKKONIDAE,Lygodactylus gravis,Usambara Dwarf Gecko,17.7061131,2,4.315144736,451,178198,"Tanzania, United Republic of", 
SQUAMATA,DIPLODACTYLIDAE,Toropuku stephensi,"Stephen's Island Gecko, Stephen's Sticky-toed Gecko, Striped Gecko",17.63911638,2,4.311556765,452,10253,New Zealand, 
SQUAMATA,GEKKONIDAE,Cnemaspis jerdonii,Jerdon's Day Gecko,17.63310505,2,4.311234201,453,172630,India, 
SQUAMATA,GEKKONIDAE,Cnemaspis otai,Vellore Day Gecko,17.56864182,2,4.307768595,454,194098,India, 
SQUAMATA,DIPLODACTYLIDAE,Diplodactylus fulleri,Lake Disappointment Ground Gecko,17.50547447,2,4.304360967,455,102673135,Australia, 
SQUAMATA,AGAMIDAE,Ceratophora aspera,"Rough Nose Horned Lizard, Sri-lanka Horned Agama",17.44608543,2,4.301146537,456,170383,Sri Lanka, 
SQUAMATA,GEKKONIDAE,Gekko swinhonis,Peking Gecko,17.22843236,2,4.289276954,457,178208,China, 
SQUAMATA,GEKKONIDAE,Gekko shibatai,,17.02767054,2,4.278202191,458,96251742,Japan, 
SQUAMATA,GYMNOPHTHALMIDAE,Psilophthalmus paeminosus,,17.01939665,2,4.277743131,459,178622,Brazil, 
SQUAMATA,CHAMAELEONIDAE,Furcifer petteri,Petter's Chameleon,16.9479118,2,4.273768135,460,172950,Madagascar, 
SQUAMATA,GEKKONIDAE,Cnemaspis indraneildasii,"Das's Day Gecko, Gund Day Gecko",16.8914867,2,4.270619358,461,172592,India, 
SQUAMATA,CHAMAELEONIDAE,Calumma capuroni,,16.84477774,2,4.268005263,462,172840,Madagascar, 
SQUAMATA,GEKKONIDAE,Cnemaspis indica,Nilgiri Dwarf Gecko,16.77234003,2,4.263937679,463,172680,India, 
SQUAMATA,GEKKONIDAE,Lygodactylus methueni,Methuen's Dwarf Gecko,16.75386318,2,4.262897497,464,12439,South Africa, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Pararhadinaea melanogaster,,16.75061533,2,4.262714543,465,172742,Madagascar, 
SQUAMATA,PYGOPODIDAE,Paradelma orientalis,"Brigalow Scaly-foot, Queensland Snake-lizard",16.65856884,2,4.257515513,466,16069,Australia, 
SQUAMATA,GEKKONIDAE,Lepidodactylus gardineri,Rotuma Forest Gecko,16.52175198,2,4.24973744,467,196577,Fiji, 
SQUAMATA,GEKKONIDAE,Pachydactylus goodi,Good's Gecko,16.43806132,2,4.24494961,468,196936,South Africa, 
SQUAMATA,DACTYLOIDAE,Anolis maculigula,Rueda's Anole,16.38730199,2,4.24203453,469,178608,Colombia, 
SQUAMATA,PHYLLODACTYLIDAE,Tarentola chazaliae,Helmethead Gecko,16.27196961,2,4.235379295,470,199698,"Western Sahara,Morocco,Mauritania", 
SQUAMATA,LACERTIDAE,Acanthodactylus felicis,,16.21437553,2,4.232039183,471,199610,"Oman,Yemen", 
SQUAMATA,DIPLODACTYLIDAE,Correlophus ciliatus,"Crested Gecko, Eyelash Gecko",16.1767368,2,4.229850318,472,176173,New Caledonia, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus kirbyi,"Grenadines Sphaero, Bequia Dwarf Gecko, Bequia Sphaero",16.16536211,2,4.229187884,473,194266,"Grenada,Saint Vincent and the Grenadines", 
SQUAMATA,DACTYLOIDAE,Anolis barkeri,,16.08690343,2,4.22460665,474,64186,Mexico, 
SQUAMATA,GYMNOPHTHALMIDAE,Ptychoglossus bicolor,Werner's Largescale Lizard,16.08439567,2,4.224459874,475,178200,Colombia, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Lycodryas inornatus,,16.06005766,2,4.223034283,476,172873,Madagascar, 
SQUAMATA,LACERTIDAE,Dinarolacerta mosorensis,Mosor Rock Lizard,16.04166319,2,4.221955483,477,61526,"Bosnia and Herzegovina,Croatia,Montenegro", 
SQUAMATA,TROPIDURIDAE,Leiocephalus psammodromus,"Turks and Caicos Curlytail, Bastion Cay Curlytail Lizard",15.97185592,2,4.217850799,478,75316425,Turks and Caicos Islands, 
SQUAMATA,SCINCIDAE,Anomalopus mackayi,"Long-legged Worm-skink, Five-clawed Worm-skink, Mackay's Worm",15.94866015,2,4.216483144,479,1541,Australia, 
SQUAMATA,DIPLODACTYLIDAE,Correlophus sarasinorum,Sarasin's Giant Gecko,15.84594668,2,4.210404436,480,176213,New Caledonia, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Brygophis coulangesi,,15.80426558,2,4.207927119,481,172929,Madagascar, 
SQUAMATA,DIPLODACTYLIDAE,Diplodactylus polyophthalmus,Speckled Stone Gecko,15.55891104,2,4.19321875,482,102673884,Australia, 
SQUAMATA,GEKKONIDAE,Nactus coindemirensis,Lesser Night Gecko,15.40346225,2,4.183786787,483,40795,Mauritius, 
SQUAMATA,CHAMAELEONIDAE,Furcifer campani,,15.37753416,2,4.182204889,484,8764,Madagascar, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus streptophorus,Hispaniolan Small-eared Sphaero ,15.37492994,2,4.182045864,485,178270,"Dominican Republic,Haiti", 
SQUAMATA,GEKKONIDAE,Phelsuma hielscheri,,15.32315355,2,4.178878924,486,172970,Madagascar, 
SQUAMATA,SCINCIDAE,Kaestlea laterimaculata,,15.12298265,2,4.166540109,487,194834,India, 
SQUAMATA,TROPIDURIDAE,Leiocephalus greenwayi,"East Plana Curlytail , Plana Cay Curlytail Lizard",14.97843007,2,4.157534053,488,178681,Bahamas, 
SQUAMATA,PYGOPODIDAE,Delma labialis,"Single-striped Delma, Striped Tailed Delma",14.90194603,2,4.152735855,489,6316,Australia, 
SQUAMATA,HOPLOCERCIDAE,enyalioides oshaughnessyi,"Red-eyed Woodlizard, O'Shaughnessy's Dwarf Iguana",14.88622104,2,4.151746493,490,44578937,"Colombia,Ecuador", 
SQUAMATA,AGAMIDAE,Ctenophorus nguyarna,,14.84146281,2,4.148925092,491,83410198,Australia, 
SQUAMATA,DACTYLOIDAE,Anolis pinchoti,Crab Cay Anole,14.80497424,2,4.146619077,492,178492,Colombia, 
SQUAMATA,GEKKONIDAE,Nactus serpensinsula,Serpent Island Night Gecko,14.70650355,2,4.140369227,493,14290,Mauritius, 
SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus callocricus,Rough-banded Sphaero,14.57831113,2,4.132173996,494,178564,Dominican Republic, 
SQUAMATA,LACERTIDAE,Acanthodactylus pardalis,Leopard Fringe-fingered Lizard,14.32308181,2,4.115654668,495,61460,"Egypt,Libya", 
SQUAMATA,GEKKONIDAE,Gekko gigante,Gigante Narrow-disked Gecko,14.30480287,2,4.114461053,496,169880,Philippines, 
SQUAMATA,DACTYLOIDAE,Anolis longiceps,Navassa Anole,14.29922696,2,4.114096663,497,178284,United States Minor Outlying Islands, 
SQUAMATA,SCINCIDAE,Pseudoacontias unicolor,,14.17613298,2,4.106018356,498,172882,Madagascar, 
SQUAMATA,AGAMIDAE,Draco mindanensis,,14.07163172,2,4.099108644,499,169783,Philippines, 
SQUAMATA,DIPLODACTYLIDAE,Mniarogekko chahoua,"Bavay's Giant Gecko, Mossy Prehensile-tailed Gecko, Short-snouted Giant Gecko",14.02696916,2,4.096140892,500,176181,New Caledonia, 
SQUAMATA,PHRYNOSOMATIDAE,Sceloporus megalepidurus,,13.80919259,2,4.08154247,501,64124,Mexico, 
SQUAMATA,DACTYLOIDAE,Anolis naufragus,,13.77740781,2,4.079393876,502,64205,Mexico, 
SQUAMATA,CROTAPHYTIDAE,crotaphytus reticulatus,Reticulate Collared Lizard,13.67145644,2,4.072198229,503,64012,"Mexico,United States", 
SQUAMATA,PHYLLODACTYLIDAE,Phyllodactylus insularis,Belize Leaf-toed Gecko,13.61516171,2,4.068353824,504,203074,Belize, 
SQUAMATA,PHYLLODACTYLIDAE,Phyllodactylus lepidopygus,Western Leaf-toed Gecko,13.60019443,2,4.067329207,505,48442832,Peru, 
SQUAMATA,DACTYLOIDAE,Anolis muralla,,13.58053892,2,4.06598205,506,178478,Honduras, 
SQUAMATA,SCINCIDAE,Amphiglossus anosyensis,,13.57646361,2,4.065702507,507,172881,Madagascar, 
SQUAMATA,CHAMAELEONIDAE,Brookesia vadoni,,13.51009127,2,4.061138718,508,172858,Madagascar, 
SQUAMATA,GEKKONIDAE,Hemidactylus gujaratensis,,13.44185362,2,4.056424853,509,194109,India, 
SQUAMATA,GEKKONIDAE,Hemidactylus sataraensis,Satara Gecko,13.26863804,2,4.044358346,510,194111,India, 
SQUAMATA,LACERTIDAE,Iberolacerta monticola,Iberian Rock Lizard,13.23112252,2,4.041725654,511,61448,"Spain,Portugal", 
SQUAMATA,LACERTIDAE,Podarcis levendis,,13.20225328,2,4.039694995,512,157290,Greece, 
SQUAMATA,TYPHLOPIDAE,Amerotyphlops tycherus,,13.20208016,2,4.039682805,513,203655,Honduras, 
SQUAMATA,ANGUIDAE,Celestus warreni,Giant Hispaniolan Galliwasp,13.19393417,2,4.039109063,514,39260,"Dominican Republic,Haiti", 
SQUAMATA,PYGOPODIDAE,Delma torquata,"Adorned Delma, Collared Delma",13.14876853,2,4.035921952,515,6317,Australia, 
SQUAMATA,XANTUSIIDAE,Lepidophyma gaigeae,Gaige's Tropical Night Lizard,13.14594714,2,4.035722523,516,64350,Mexico, 
SQUAMATA,TEIIDAE,Pholidoscelis wetmorei,"Puerto Rican Blue-tailed Ameiva, Wetmore's Ameiva",13.12676961,2,4.034365913,517,50009293,Puerto Rico, 
SQUAMATA,GEKKONIDAE,Hemidactylus albofasciatus,White-striped Viper Gecko,13.11881527,2,4.033802685,518,194104,India, 
SQUAMATA,SCINCIDAE,Lerista christinae,Bold-striped Slider,13.04587145,2,4.028622867,519,109475422,Australia, 
SQUAMATA,PHRYNOSOMATIDAE,Sceloporus arenicolus,"Dunes Sagebrush Lizard, Sand Dune Lizard",12.97030493,2,4.023228362,520,64087,United States, 
SQUAMATA,PHYLLODACTYLIDAE,Phyllodactylus leoni,,12.88702044,2,4.017248984,521,48443739,Ecuador, 
SQUAMATA,SCINCIDAE,Emoia loyaltiensis,"Loyalty Islands Emoia, Roux's Emo Skink",12.84976412,2,4.014562563,522,176198,New Caledonia, 
SQUAMATA,TEIIDAE,Contomastix vittata,,12.84687506,2,4.014353941,523,178408,"Bolivia, Plurinational States of", 
